date,value
2020-08-25,48.29
2020-08-26,48.46
2020-08-27,48.41
2020-08-28,47.77
2020-08-29,47.57
2020-08-30,48.67
2020-08-31,49.67
2020-09-01,50.28
2020-09-02,50.72
2020-09-03,49.96
2020-09-04,49.40
2020-09-05,47.52
2020-09-06,48.24
2020-09-07,50.65
2020-09-08,52.16
2020-09-09,52.54
2020-09-10,52.69
2020-09-11,53.13
2020-09-12,51.88
2020-09-13,51.84
2020-09-14,54.23
2020-09-15,54.37
2020-09-16,54.75
2020-09-17,54.90
2020-09-18,54.43
2020-09-19,53.26
2020-09-20,52.03
2020-09-21,53.60
2020-09-22,52.99
2020-09-23,52.85
2020-09-24,52.59
2020-09-25,51.99
2020-09-26,48.90
2020-09-27,47.46
2020-09-28,50.41
2020-09-29,50.89
2020-09-30,50.22
2020-10-01,50.57
2020-10-02,50.63
2020-10-03,47.15
2020-10-04,49.19
2020-10-05,48.13
2020-10-06,47.56
2020-10-07,47.11
2020-10-08,46.78
2020-10-09,46.45
2020-10-10,45.59
2020-10-11,43.02
2020-10-12,44.03
2020-10-13,44.87
2020-10-14,45.20
2020-10-15,44.13
2020-10-16,44.22
2020-10-17,41.32
2020-10-18,43.00
2020-10-19,43.99
2020-10-20,44.24
2020-10-21,44.41
2020-10-22,44.51
2020-10-23,45.41
2020-10-24,43.81
2020-10-25,42.85
2020-10-26,44.65
2020-10-27,44.69
2020-10-28,45.22
2020-10-29,44.95
2020-10-30,45.25
2020-10-31,43.25
2020-11-01,43.83
2020-11-02,43.66
2020-11-03,43.92
2020-11-04,43.75
2020-11-05,42.93
2020-11-06,42.88
2020-11-07,41.44
2020-11-08,39.89
2020-11-09,41.26
2020-11-10,40.99
2020-11-11,42.12
2020-11-12,41.63
2020-11-13,41.34
2020-11-14,42.19
2020-11-15,41.92
2020-11-16,39.44
2020-11-17,39.90
2020-11-18,40.15
2020-11-19,40.90
2020-11-20,40.49
2020-11-21,40.72
2020-11-22,39.04
2020-11-23,40.66
2020-11-24,40.25
2020-11-25,40.95
2020-11-26,41.73
2020-11-27,40.55
2020-11-28,38.66
2020-11-29,37.78
2020-11-30,36.18
2020-12-01,39.14
2020-12-02,39.60
2020-12-03,39.71
2020-12-04,39.22
2020-12-05,38.18
2020-12-06,37.08
2020-12-07,38.42
2020-12-08,39.59
2020-12-09,38.05
2020-12-10,38.29
2020-12-11,38.42
2020-12-12,38.05
2020-12-13,37.10
2020-12-14,37.64
2020-12-15,37.19
2020-12-16,36.51
2020-12-17,35.47
2020-12-18,34.78
2020-12-19,32.73
2020-12-20,32.87
2020-12-21,32.43
2020-12-22,31.42
2020-12-23,31.66
2020-12-24,29.63
2020-12-25,29.25
2020-12-26,28.39
2020-12-27,28.82
2020-12-28,29.32
2020-12-29,28.90
2020-12-30,28.79
2020-12-31,28.61
2021-01-01,28.61
2021-01-02,28.85
2021-01-03,27.40
2021-01-04,28.53
2021-01-05,29.02
2021-01-06,28.00
2021-01-07,30.07
2021-01-08,27.12
2021-01-09,28.98
2021-01-10,28.46
2021-01-11,27.67
2021-01-12,26.70
2021-01-13,26.71
2021-01-14,26.83
2021-01-15,24.55
2021-01-16,24.30
2021-01-17,23.93
2021-01-18,22.97
2021-01-19,24.22
2021-01-20,23.00
2021-01-21,22.77
2021-01-22,23.46
2021-01-23,22.82
2021-01-24,23.49
2021-01-25,23.01
2021-01-26,25.13
2021-01-27,22.83
2021-01-28,22.93
2021-01-29,22.25
2021-01-30,22.78
2021-01-31,24.04
2021-02-01,22.99
2021-02-02,23.21
2021-02-03,23.44
2021-02-04,22.45
2021-02-05,22.43
2021-02-06,22.56
2021-02-07,22.82
2021-02-08,23.01
2021-02-09,22.71
2021-02-10,23.52
2021-02-11,23.27
2021-02-12,24.10
2021-02-13,23.14
2021-02-14,23.59
2021-02-15,24.96
2021-02-16,26.28
2021-02-17,25.95
2021-02-18,25.71
2021-02-19,24.75
2021-02-20,25.31
2021-02-21,23.72
2021-02-22,24.52
2021-02-23,23.13
2021-02-24,23.20
2021-02-25,22.46
2021-02-26,22.16
2021-02-27,22.14
2021-02-28,21.48
2021-03-01,21.87
2021-03-02,21.48
2021-03-03,21.54
2021-03-04,21.79
2021-03-05,21.15
2021-03-06,20.44
2021-03-07,20.12
2021-03-08,20.31
2021-03-09,19.60
2021-03-10,19.87
2021-03-11,20.24
2021-03-12,18.53
2021-03-13,18.91
2021-03-14,18.16
2021-03-15,18.14
2021-03-16,18.27
2021-03-17,18.84
2021-03-18,18.63
2021-03-19,18.23
2021-03-20,18.12
2021-03-21,16.60
2021-03-22,18.61
2021-03-23,18.07
2021-03-24,18.06
2021-03-25,17.64
2021-03-26,18.09
2021-03-27,17.96
2021-03-28,16.80
2021-03-29,18.57
2021-03-30,18.17
2021-03-31,17.71
2021-04-01,17.76
2021-04-02,18.76
2021-04-03,18.04
2021-04-04,18.05
2021-04-05,18.94
2021-04-06,19.11
2021-04-07,18.37
2021-04-08,18.54
2021-04-09,18.39
2021-04-10,18.72
2021-04-11,18.59
2021-04-12,18.88
2021-04-13,18.93
2021-04-14,18.68
2021-04-15,18.93
2021-04-16,18.81
2021-04-17,18.36
2021-04-18,17.71
2021-04-19,18.78
2021-04-20,18.97
2021-04-21,18.06
2021-04-22,18.42
2021-04-23,18.43
2021-04-24,18.82
2021-04-25,18.21
2021-04-26,18.00
2021-04-27,18.44
2021-04-28,18.96
2021-04-29,19.38
2021-04-30,18.43
2021-05-01,18.15
2021-05-02,18.87
2021-05-03,19.25
2021-05-04,18.16
2021-05-05,18.43
2021-05-06,19.30
2021-05-07,17.99
2021-05-08,17.91
2021-05-09,17.93
2021-05-10,18.31
2021-05-11,18.27
2021-05-12,17.92
2021-05-13,17.76
2021-05-14,18.64
2021-05-15,17.80
2021-05-16,17.70
2021-05-17,17.89
2021-05-18,17.67
2021-05-19,17.69
2021-05-20,18.08
2021-05-21,18.15
2021-05-22,17.04
2021-05-23,18.06
2021-05-24,18.27
2021-05-25,19.30
2021-05-26,18.25
2021-05-27,18.67
2021-05-28,18.98
2021-05-29,18.43
2021-05-30,18.85
2021-05-31,20.04
2021-06-01,20.10
2021-06-02,19.60
2021-06-03,19.81
2021-06-04,20.03
2021-06-05,20.20
2021-06-06,20.49
2021-06-07,19.83
2021-06-08,20.43
2021-06-09,20.63
2021-06-10,20.27
2021-06-11,20.41
2021-06-12,19.95
2021-06-13,20.03
2021-06-14,19.73
2021-06-15,19.72
2021-06-16,20.38
2021-06-17,20.70
2021-06-18,20.55
2021-06-19,20.53
2021-06-20,21.39
2021-06-21,21.71
2021-06-22,22.21
2021-06-23,22.60
2021-06-24,22.89
2021-06-25,23.19
2021-06-26,22.98
2021-06-27,22.87
2021-06-28,23.97
2021-06-29,24.19
2021-06-30,24.62
2021-07-01,23.87
2021-07-02,24.75
2021-07-03,24.97
2021-07-04,25.99
2021-07-05,24.96
2021-07-06,24.99
2021-07-07,24.71
2021-07-08,25.65
2021-07-09,25.82
2021-07-10,25.95
2021-07-11,27.19
2021-07-12,25.62
2021-07-13,25.58
2021-07-14,25.26
2021-07-15,25.23
2021-07-16,25.66
2021-07-17,25.36
2021-07-18,26.03
2021-07-19,26.91
2021-07-20,26.64
2021-07-21,27.51
2021-07-22,27.29
2021-07-23,28.02
2021-07-24,28.56
2021-07-25,29.19
2021-07-26,29.51
2021-07-27,30.07
2021-07-28,30.14
2021-07-29,29.75
2021-07-30,30.18
2021-07-31,29.92
2021-08-01,31.13
2021-08-02,30.23
2021-08-03,29.64
2021-08-04,29.81
2021-08-05,29.52
2021-08-06,30.15
2021-08-07,29.06
2021-08-08,31.24
2021-08-09,29.68
2021-08-10,29.71
2021-08-11,29.93
2021-08-12,30.29
2021-08-13,30.19
2021-08-14,31.34
2021-08-15,29.92
2021-08-16,31.32
2021-08-17,30.10
2021-08-18,30.23
2021-08-19,30.06
2021-08-20,31.65
2021-08-21,30.04
2021-08-22,31.44
2021-08-23,30.13
2021-08-24,29.30
2021-08-25,29.08
2021-08-26,30.01
2021-08-27,29.59
2021-08-28,30.41
2021-08-29,30.30
2021-08-30,29.33
2021-08-31,29.01
2021-09-01,28.33
2021-09-02,28.16
2021-09-03,28.24
2021-09-04,27.89
2021-09-05,29.00
2021-09-06,27.26
2021-09-07,26.97
2021-09-08,26.18
2021-09-09,26.77
2021-09-10,28.56
2021-09-11,28.26
2021-09-12,28.19
2021-09-13,27.37
2021-09-14,27.11
2021-09-15,26.87
2021-09-16,26.93
2021-09-17,26.73
2021-09-18,28.10
2021-09-19,28.00
2021-09-20,27.71
2021-09-21,27.77
2021-09-22,27.54
2021-09-23,27.36
2021-09-24,27.69
2021-09-25,28.45
2021-09-26,28.00
2021-09-27,28.86
2021-09-28,29.08
2021-09-29,30.49
2021-09-30,31.40
2021-10-01,32.14
2021-10-02,31.98
2021-10-03,32.60
2021-10-04,34.23
2021-10-05,35.11
2021-10-06,36.70
2021-10-07,36.97
2021-10-08,37.46
2021-10-09,37.48
2021-10-10,37.52
2021-10-11,39.00
2021-10-12,40.33
2021-10-13,41.43
2021-10-14,41.73
2021-10-15,43.41
2021-10-16,45.79
2021-10-17,45.33
2021-10-18,46.31
2021-10-19,46.57
2021-10-20,47.77
2021-10-21,48.77
2021-10-22,49.11
2021-10-23,48.84
2021-10-24,49.36
2021-10-25,50.00
2021-10-26,50.16
2021-10-27,50.26
2021-10-28,50.33
2021-10-29,49.91
2021-10-30,49.37
2021-10-31,49.08
2021-11-01,50.15
2021-11-02,50.76
2021-11-03,52.12
2021-11-04,52.13
2021-11-05,53.90
2021-11-06,53.08
2021-11-07,54.65
2021-11-08,55.28
2021-11-09,56.22
2021-11-10,56.56
2021-11-11,55.40
2021-11-12,55.27
2021-11-13,55.12
2021-11-14,53.73
2021-11-15,55.52
2021-11-16,56.48
2021-11-17,57.52
2021-11-18,60.17
2021-11-19,59.76
2021-11-20,62.19
2021-11-21,62.27
2021-11-22,65.34
2021-11-23,65.77
2021-11-24,67.12
2021-11-25,66.61
2021-11-26,65.11
2021-11-27,62.29
2021-11-28,59.20
2021-11-29,61.25
2021-11-30,61.52
2021-12-01,60.32
2021-12-02,61.23
2021-12-03,59.15
2021-12-04,61.01
2021-12-05,59.91
2021-12-06,63.25
2021-12-07,63.38
2021-12-08,62.65
2021-12-09,61.88
2021-12-10,60.77
2021-12-11,57.89
2021-12-12,55.63
2021-12-13,56.89
2021-12-14,54.55
2021-12-15,53.12
2021-12-16,51.61
2021-12-17,50.92
2021-12-18,50.35
2021-12-19,48.52
2021-12-20,47.93
2021-12-21,47.52
2021-12-22,47.40
2021-12-23,46.44
2021-12-24,46.47
2021-12-25,45.36
2021-12-26,44.98
2021-12-27,47.71
2021-12-28,47.47
2021-12-29,47.64
2021-12-30,48.14
2021-12-31,46.79
2022-01-01,46.29
2022-01-02,45.65
2022-01-03,44.98
2022-01-04,44.00
2022-01-05,41.92
2022-01-06,41.93
2022-01-07,39.85
2022-01-08,39.27
2022-01-09,37.90
2022-01-10,39.57
2022-01-11,38.03
2022-01-12,36.92
2022-01-13,37.18
2022-01-14,36.41
2022-01-15,36.42
2022-01-16,33.83
2022-01-17,35.37
2022-01-18,34.47
2022-01-19,32.97
2022-01-20,32.75
2022-01-21,31.70
2022-01-22,30.57
2022-01-23,29.57
2022-01-24,29.98
2022-01-25,28.89
2022-01-26,29.12
2022-01-27,29.15
2022-01-28,28.32
2022-01-29,28.16
2022-01-30,26.88
2022-01-31,27.42
2022-02-01,26.99
2022-02-02,26.58
2022-02-03,27.15
2022-02-04,26.76
2022-02-05,26.71
2022-02-06,26.27
2022-02-07,28.18
2022-02-08,28.28
2022-02-09,28.49
2022-02-10,28.24
2022-02-11,27.76
2022-02-12,27.18
2022-02-13,25.33
2022-02-14,27.24
2022-02-15,26.38
2022-02-16,26.85
2022-02-17,26.69
2022-02-18,26.54
2022-02-19,26.17
2022-02-20,25.72
2022-02-21,26.51
2022-02-22,26.33
2022-02-23,25.80
2022-02-24,26.58
2022-02-25,25.62
2022-02-26,25.15
2022-02-27,23.80
2022-02-28,24.47
2022-03-01,24.54
2022-03-02,24.72
2022-03-03,24.95
2022-03-04,23.97
2022-03-05,23.90
2022-03-06,22.74
2022-03-07,24.40
2022-03-08,24.18
2022-03-09,23.97
2022-03-10,23.31
2022-03-11,23.42
2022-03-12,23.23
2022-03-13,21.57
2022-03-14,23.30
2022-03-15,22.81
2022-03-16,22.94
2022-03-17,22.71
2022-03-18,22.19
2022-03-19,22.60
2022-03-20,21.74
2022-03-21,23.22
2022-03-22,23.11
2022-03-23,23.68
2022-03-24,23.56
2022-03-25,23.23
2022-03-26,22.89
2022-03-27,22.55
2022-03-28,23.51
2022-03-29,23.18
2022-03-30,22.85
2022-03-31,23.17
2022-04-01,23.18
2022-04-02,23.62
2022-04-03,21.44
2022-04-04,24.42
2022-04-05,24.63
2022-04-06,24.25
2022-04-07,25.01
2022-04-08,25.08
2022-04-09,23.98
2022-04-10,22.81
2022-04-11,26.00
2022-04-12,25.83
2022-04-13,26.57
2022-04-14,25.16
2022-04-15,24.31
2022-04-16,26.03
2022-04-17,24.00
2022-04-18,27.49
2022-04-19,27.78
2022-04-20,28.10
2022-04-21,27.88
2022-04-22,28.76
2022-04-23,28.44
2022-04-24,26.06
2022-04-25,30.27
2022-04-26,30.86
2022-04-27,31.30
2022-04-28,31.20
2022-04-29,30.07
2022-04-30,31.67
2022-05-01,29.50
2022-05-02,31.64
2022-05-03,30.68
2022-05-04,34.43
2022-05-05,35.59
2022-05-06,36.90
2022-05-07,37.61
2022-05-08,35.12
2022-05-09,38.26
2022-05-10,38.79
2022-05-11,39.26
2022-05-12,40.53
2022-05-13,41.11
2022-05-14,38.55
2022-05-15,39.92
2022-05-16,42.03
2022-05-17,43.75
2022-05-18,44.32
2022-05-19,45.08
2022-05-20,47.23
2022-05-21,46.51
2022-05-22,44.75
2022-05-23,50.63
2022-05-24,52.68
2022-05-25,51.33
2022-05-26,51.55
2022-05-27,51.67
2022-05-28,51.12
2022-05-29,50.84
2022-05-30,53.06
2022-05-31,53.75
2022-06-01,52.31
2022-06-02,52.32
2022-06-03,51.88
2022-06-04,51.85
2022-06-05,49.66
2022-06-06,51.65
2022-06-07,52.35
2022-06-08,52.98
2022-06-09,52.11
2022-06-10,53.08
2022-06-11,53.03
2022-06-12,52.25
2022-06-13,52.49
2022-06-14,53.30
2022-06-15,53.32
2022-06-16,53.21
2022-06-17,52.91
2022-06-18,53.00
2022-06-19,50.73
2022-06-20,52.50
2022-06-21,52.53
2022-06-22,52.21
2022-06-23,52.22
2022-06-24,52.09
2022-06-25,51.31
2022-06-26,49.66
2022-06-27,51.44
2022-06-28,50.81
2022-06-29,50.30
2022-06-30,49.87
2022-07-01,48.91
2022-07-02,47.84
2022-07-03,45.36
2022-07-04,47.31
2022-07-05,45.75
2022-07-06,44.71
2022-07-07,44.64
2022-07-08,44.01
2022-07-09,43.18
2022-07-10,40.68
2022-07-11,40.92
2022-07-12,40.83
2022-07-13,40.26
2022-07-14,39.02
2022-07-15,38.63
2022-07-16,37.36
2022-07-17,35.70
2022-07-18,37.64
2022-07-19,37.35
2022-07-20,37.34
2022-07-21,36.26
2022-07-22,36.83
2022-07-23,35.10
2022-07-24,34.11
2022-07-25,35.57
2022-07-26,35.42
2022-07-27,34.86
2022-07-28,35.29
2022-07-29,34.38
2022-07-30,33.24
2022-07-31,32.49
2022-08-01,33.94
2022-08-02,34.41
2022-08-03,34.15
2022-08-04,33.45
2022-08-05,34.33
2022-08-06,33.84
2022-08-07,32.02
2022-08-08,33.78
2022-08-09,34.21
2022-08-10,34.24
2022-08-11,33.82
2022-08-12,33.81
2022-08-13,33.81
2022-08-14,32.22
2022-08-15,31.66
2022-08-16,34.66
2022-08-17,35.36
2022-08-18,36.13
2022-08-19,33.97
2022-08-20,34.03
2022-08-21,33.32
2022-08-22,35.05
2022-08-23,34.78
2022-08-24,35.04
2022-08-25,34.75
2022-08-26,34.73
2022-08-27,33.67
2022-08-28,32.37
2022-08-29,34.18
2022-08-30,33.79
2022-08-31,34.74
2022-09-01,34.64
2022-09-02,34.47
2022-09-03,34.15
2022-09-04,33.05
2022-09-05,36.74
2022-09-06,38.11
2022-09-07,38.99
2022-09-08,39.38
2022-09-09,40.36
2022-09-10,40.45
2022-09-11,38.83
2022-09-12,41.17
2022-09-13,41.58
2022-09-14,41.81
2022-09-15,42.70
2022-09-16,43.20
2022-09-17,42.22
2022-09-18,40.72
2022-09-19,43.58
2022-09-20,43.84
2022-09-21,43.82
2022-09-22,43.72
2022-09-23,43.35
2022-09-24,42.84
2022-09-25,40.00
2022-09-26,43.82
2022-09-27,44.55
2022-09-28,44.08
2022-09-29,44.27
2022-09-30,43.84
2022-10-01,43.50
2022-10-02,40.62
2022-10-03,44.12
2022-10-04,43.97
2022-10-05,41.97
2022-10-06,44.77
2022-10-07,45.19
2022-10-08,44.77
2022-10-09,43.14
2022-10-10,45.69
2022-10-11,45.97
2022-10-12,46.25
2022-10-13,46.69
2022-10-14,47.14
2022-10-15,47.53
2022-10-16,44.84
2022-10-17,48.17
2022-10-18,48.29
2022-10-19,48.35
2022-10-20,48.21
2022-10-21,47.95
2022-10-22,48.42
2022-10-23,45.63
2022-10-24,47.36
2022-10-25,48.19
2022-10-26,47.96
2022-10-27,47.27
2022-10-28,47.82
2022-10-29,46.74
2022-10-30,44.51
2022-10-31,46.21
2022-11-01,45.96
2022-11-02,45.25
2022-11-03,44.98
2022-11-04,44.18
2022-11-05,43.67
2022-11-06,40.88
2022-11-07,43.21
2022-11-08,41.09
2022-11-09,42.07
2022-11-10,41.11
2022-11-11,40.30
2022-11-12,40.55
2022-11-13,37.23
2022-11-14,39.01
2022-11-15,38.44
2022-11-16,38.80
2022-11-17,37.81
2022-11-18,37.19
2022-11-19,35.87
2022-11-20,33.12
2022-11-21,36.04
2022-11-22,35.21
2022-11-23,35.20
2022-11-24,34.99
2022-11-25,34.81
2022-11-26,32.93
2022-11-27,30.79
2022-11-28,33.86
2022-11-29,34.17
2022-11-30,33.92
2022-12-01,33.64
2022-12-02,33.68
2022-12-03,32.70
2022-12-04,30.50
2022-12-05,33.20
2022-12-06,33.23
2022-12-07,32.85
2022-12-08,32.47
2022-12-09,32.22
2022-12-10,31.80
2022-12-11,28.40
2022-12-12,31.81
2022-12-13,32.07
2022-12-14,32.12
2022-12-15,31.37
2022-12-16,30.61
2022-12-17,29.33
2022-12-18,27.29
2022-12-19,29.62
2022-12-20,29.55
2022-12-21,29.14
2022-12-22,27.97
2022-12-23,27.19
2022-12-24,26.89
2022-12-25,24.70
2022-12-26,26.24
2022-12-27,26.43
2022-12-28,25.85
2022-12-29,25.92
2022-12-30,25.54
2022-12-31,24.68
2023-01-01,23.33
2023-01-02,25.11
2023-01-03,25.77
2023-01-04,25.89
2023-01-05,25.68
2023-01-06,25.42
2023-01-07,24.79
2023-01-08,21.05
2023-01-09,23.64
2023-01-10,24.93
2023-01-11,24.56
2023-01-12,24.88
2023-01-13,25.08
2023-01-14,23.69
2023-01-15,21.13
2023-01-16,24.10
2023-01-17,25.34
2023-01-18,25.76
2023-01-19,25.77
2023-01-20,25.93
2023-01-21,25.07
2023-01-22,23.00
2023-01-23,25.80
2023-01-24,25.28
2023-01-25,25.43
2023-01-26,23.48
2023-01-27,25.10
2023-01-28,23.86
2023-01-29,21.93
2023-01-30,24.75
2023-01-31,24.88
2023-02-01,24.80
2023-02-02,24.55
2023-02-03,24.30
2023-02-04,23.58
2023-02-05,20.47
2023-02-06,24.04
2023-02-07,23.62
2023-02-08,23.48
2023-02-09,23.58
2023-02-10,23.86
2023-02-11,22.49
2023-02-12,20.67
2023-02-13,23.55
2023-02-14,23.62
2023-02-15,23.84
2023-02-16,23.68
2023-02-17,23.98
2023-02-18,22.53
2023-02-19,20.96
2023-02-20,23.83
2023-02-21,24.25
2023-02-22,24.18
2023-02-23,24.02
2023-02-24,23.91
2023-02-25,22.72
2023-02-26,21.10
2023-02-27,23.43
2023-02-28,23.29
2023-03-01,23.63
2023-03-02,23.06
2023-03-03,22.99
2023-03-04,22.38
2023-03-05,20.61
2023-03-06,23.59
2023-03-07,24.17
2023-03-08,24.21
2023-03-09,24.34
2023-03-10,23.80
2023-03-11,22.06
2023-03-12,20.86
2023-03-13,23.87
2023-03-14,23.84
2023-03-15,23.91
2023-03-16,23.82
2023-03-17,23.53
2023-03-18,23.05
2023-03-19,21.27
2023-03-20,23.60
2023-03-21,23.78
2023-03-22,23.34
2023-03-23,23.91
2023-03-24,23.68
2023-03-25,22.66
2023-03-26,21.11
2023-03-27,23.55
2023-03-28,23.68
2023-03-29,23.82
2023-03-30,24.04
2023-03-31,23.64
2023-04-01,22.94
2023-04-02,21.22
2023-04-03,24.12
2023-04-04,23.77
2023-04-05,23.83
2023-04-06,24.09
2023-04-07,22.27
2023-04-08,22.67
2023-04-09,21.12
2023-04-10,23.99
2023-04-11,24.34
2023-04-12,23.79
2023-04-13,23.76
2023-04-14,22.57
2023-04-15,21.72
2023-04-16,20.55
2023-04-17,23.67
2023-04-18,23.75
2023-04-19,23.81
2023-04-20,23.70
2023-04-21,23.40
2023-04-22,22.24
2023-04-23,20.84
2023-04-24,23.97
2023-04-25,23.77
2023-04-26,23.59
2023-04-27,23.56
2023-04-28,23.52
2023-04-29,22.03
2023-04-30,20.55
2023-05-01,22.97
2023-05-02,23.36
2023-05-03,23.19
2023-05-04,23.46
2023-05-05,22.34
2023-05-06,21.91
2023-05-07,20.24
2023-05-08,23.27
2023-05-09,23.09
2023-05-10,23.17
2023-05-11,23.87
2023-05-12,23.64
2023-05-13,22.95
2023-05-14,21.54
2023-05-15,24.36
2023-05-16,24.39
2023-05-17,24.37
2023-05-18,24.39
2023-05-19,24.71
2023-05-20,23.65
2023-05-21,22.07
2023-05-22,24.47
2023-05-23,24.61
2023-05-24,24.42
2023-05-25,24.31
2023-05-26,24.13
2023-05-27,23.61
2023-05-28,22.00
2023-05-29,24.37
2023-05-30,24.32
2023-05-31,24.98
2023-06-01,25.44
2023-06-02,25.70
2023-06-03,25.59
2023-06-04,23.83
2023-06-05,26.45
2023-06-06,26.63
2023-06-07,26.97
2023-06-08,27.14
2023-06-09,27.41
2023-06-10,26.76
2023-06-11,25.56
2023-06-12,28.20
2023-06-13,28.48
2023-06-14,29.12
2023-06-15,29.43
2023-06-16,30.13
2023-06-17,30.40
2023-06-18,28.88
2023-06-19,31.55
2023-06-20,32.08
2023-06-21,32.84
2023-06-22,34.04
2023-06-23,35.06
2023-06-24,36.26
2023-06-25,34.99
